,weight,prod_distance,time_delivery,target
1209,19.0,1346.0,4.0,706320.9718052801
1210,19.0,1467.0,12.0,669147.1149294311
1211,10.0,2796.0,13.0,481591.4179983788
1212,19.0,1335.0,5.0,606228.4425970789
1213,64.0,2231.0,5.0,603217.0740008645
1214,82.0,2118.0,11.0,642778.6923281042
1215,28.0,2416.0,10.0,485433.01668746286
1216,19.0,1734.0,3.0,503381.2987274453
1217,82.0,1284.0,11.0,520127.66536727257
1218,37.0,1734.0,11.0,702393.7823521411
1219,82.0,1731.0,12.0,600603.0508572765
1220,19.0,1928.0,3.0,600199.2118136714
1221,46.0,1772.0,3.0,528564.0766874629
1222,82.0,1804.0,9.0,640602.2908572765
1223,82.0,2135.0,7.0,603460.0740008645
1224,1.0,2098.0,12.0,669745.6739110985
1225,73.0,2631.0,14.0,646364.6587274452
1226,73.0,1467.0,7.0,743256.0118136714
1227,19.0,2098.0,13.0,504337.1724644242
1228,37.0,1567.0,10.0,530247.0766874629
1229,73.0,1928.0,10.0,572654.8037311212
1230,1.0,2098.0,9.0,559321.3212148325
1231,28.0,2028.0,6.0,763308.3718136714
1232,1.0,2135.0,11.0,534218.407679752
1233,73.0,2913.0,3.0,642031.5212369472
1234,82.0,1284.0,10.0,767586.4004500827
1235,10.0,1731.0,3.0,785106.3718735133
1236,10.0,2488.0,6.0,706365.9718052801
1237,55.0,2471.0,9.0,508798.7491183892
1238,82.0,1237.0,3.0,497701.9323281041
1239,28.0,2471.0,8.0,451518.1724994892
1240,82.0,2471.0,8.0,706767.4153672726
1241,73.0,2476.0,14.0,700868.6049294312
1242,28.0,1567.0,13.0,668740.1537311212
1243,1.0,1797.0,3.0,668143.3202069426
1244,46.0,2098.0,14.0,581150.0124644242
1245,28.0,2135.0,12.0,649533.1314326305
1246,73.0,1928.0,14.0,745957.0108572766
1247,64.0,2796.0,9.0,697500.4427244101
1248,64.0,1772.0,4.0,542286.1387274452
1249,19.0,2936.0,6.0,720398.3981415535
1250,46.0,1783.0,6.0,512482.20020694257
1251,46.0,2913.0,3.0,534155.407679752
1252,19.0,1467.0,13.0,763101.3718136714
1253,64.0,2074.0,11.0,728591.1321824719
1254,10.0,1734.0,1.0,593988.5504500828
1255,1.0,1783.0,6.0,803479.4412148325
1256,46.0,2631.0,7.0,570705.1366874628
1257,37.0,1335.0,8.0,593340.5504500828
1258,1.0,2796.0,1.0,465812.22911838925
1259,37.0,2680.0,8.0,756638.6039110986
1260,37.0,1335.0,4.0,536051.3537311212
1261,19.0,2680.0,10.0,741824.1827244101
1262,28.0,1284.0,6.0,747266.7379983788
1263,28.0,2680.0,2.0,708343.8691183892
1264,10.0,2105.0,8.0,762058.0569504637
1265,10.0,1346.0,13.0,548628.9649412772
1266,82.0,1335.0,9.0,766184.1258336187
1267,46.0,1335.0,13.0,678252.5308572765
1268,82.0,1804.0,5.0,452111.44535776513
1269,28.0,1459.0,11.0,576380.9627244101
1270,46.0,2501.0,7.0,572231.0324994893
1271,1.0,2700.0,2.0,804679.9318735134
1272,64.0,1734.0,10.0,669385.6739110985
1273,10.0,1346.0,3.0,535475.3537311212
1274,10.0,2105.0,9.0,523111.0181415536
1275,19.0,1459.0,1.0,529887.0766874629
1276,10.0,2416.0,12.0,751120.922182472
1277,19.0,2105.0,3.0,672459.2412148325
1278,46.0,1928.0,14.0,569986.2840008646
1279,73.0,2471.0,13.0,800764.4908572766
1280,82.0,1467.0,13.0,557317.2302069425
1281,1.0,2105.0,2.0,718497.5012369471
1282,37.0,2501.0,7.0,597145.1349294311
1283,28.0,2796.0,10.0,491995.7040008646
1284,82.0,2028.0,11.0,615495.1314326305
1285,82.0,2118.0,7.0,733550.5212148326
1286,64.0,1797.0,7.0,571122.182182472
1287,19.0,2105.0,14.0,706648.6918735134
1288,37.0,2231.0,9.0,698355.4427244101
1289,10.0,2680.0,12.0,633679.5718136714
1290,19.0,2936.0,7.0,575589.2012369471
1291,19.0,1731.0,9.0,836853.9104500827
1292,55.0,2488.0,11.0,602449.5133498312
1293,10.0,2074.0,3.0,643073.7621824719
1294,1.0,2913.0,11.0,642225.2566874628
1295,19.0,2471.0,1.0,759335.1612148324
1296,37.0,2476.0,1.0,747692.6099192636
1297,64.0,2680.0,10.0,641054.4969504637
1298,46.0,1783.0,14.0,666782.7825970788
1299,64.0,1567.0,10.0,600262.2118136714
1300,64.0,2913.0,6.0,612249.8327244101
1301,64.0,1284.0,6.0,575959.8123281042
1302,73.0,1731.0,4.0,751569.4966874628
1303,19.0,2163.0,2.0,457066.4647340298
1304,64.0,1459.0,6.0,699101.9533498312
1305,64.0,2796.0,1.0,772200.5566874628
1306,46.0,2118.0,13.0,672433.5847340297
1307,82.0,1772.0,3.0,626554.0249412772
1308,73.0,2416.0,10.0,448477.9140008646
1309,82.0,2118.0,2.0,723599.1858336186
1310,55.0,2118.0,12.0,735070.30180528
1311,46.0,1346.0,1.0,725927.6124644242
1312,46.0,2028.0,11.0,672865.5847340297
1313,37.0,1335.0,6.0,608071.7253577651
1314,82.0,2163.0,14.0,449353.7625970788
1315,37.0,2028.0,9.0,697346.9533498312
1316,82.0,2098.0,7.0,499180.22272441006
1317,73.0,2680.0,3.0,642634.6923281042
1318,37.0,2471.0,10.0,578709.0247340297
1319,37.0,1335.0,11.0,738574.1612369472
1320,55.0,1161.0,6.0,799225.4908572766
1321,28.0,2074.0,12.0,682448.3491183892
1322,73.0,1467.0,10.0,502004.2987274453
1323,28.0,1731.0,1.0,725314.172352141
1324,19.0,2488.0,1.0,804526.9318735134
1325,46.0,2135.0,1.0,767505.4004500827
1326,28.0,1928.0,1.0,455319.35272441007
1327,82.0,2936.0,13.0,778831.4402069426
1328,46.0,2631.0,11.0,524479.2079983788
1329,46.0,2796.0,7.0,519200.07695046376
1330,64.0,1797.0,14.0,721433.3981415535
1331,1.0,1346.0,13.0,572744.0324994893
1332,1.0,2796.0,6.0,563330.8153672726
1333,10.0,1804.0,4.0,722018.3981415535
1334,10.0,1467.0,12.0,763417.8581415537
1335,10.0,2028.0,5.0,570777.1366874628
1336,73.0,2043.0,3.0,804628.0153672725
1337,64.0,2118.0,12.0,678652.207679752
1338,46.0,2416.0,1.0,744201.0118136714
1339,55.0,1335.0,14.0,453763.2212369471
1340,55.0,1797.0,9.0,702281.342182472
1341,46.0,2098.0,6.0,692831.5579669729
1342,73.0,2471.0,14.0,561819.7481415536
1343,73.0,1797.0,10.0,636159.5779983787
1344,46.0,2488.0,4.0,738084.8253577651
1345,19.0,1237.0,13.0,546703.9799192636
1346,46.0,2098.0,10.0,675708.6369504638
1347,1.0,1335.0,8.0,505269.9349412772
1348,64.0,1567.0,11.0,670626.1323281042
1349,37.0,2631.0,12.0,737591.5037311212
1350,28.0,1335.0,3.0,803241.3369504637
1351,1.0,1237.0,13.0,636906.7758336186
1352,82.0,1734.0,12.0,638204.2724994892
1353,19.0,1284.0,11.0,458062.0523521411
1354,73.0,2028.0,5.0,606665.1079669729
1355,19.0,1346.0,6.0,673630.5847340297
1356,55.0,2913.0,10.0,557705.8108572764
1357,37.0,1346.0,10.0,605913.4425970789
1358,82.0,1797.0,14.0,697689.1579983787
1359,28.0,1797.0,9.0,760503.7153672726
1360,82.0,2680.0,14.0,603934.5133498312
1361,55.0,1567.0,8.0,694757.6681415535
1362,10.0,2043.0,3.0,601568.9818052801
1363,1.0,1284.0,3.0,577640.9627244101
1364,64.0,1467.0,3.0,640503.1153672726
1365,64.0,2796.0,3.0,726323.6124644242
1366,19.0,1797.0,13.0,638825.2724994892
1367,37.0,1797.0,9.0,744554.1281415536
1368,64.0,1731.0,11.0,844204.9708572765
1369,1.0,1335.0,13.0,646956.007679752
1370,28.0,2163.0,12.0,715412.1225970787
1371,82.0,1804.0,6.0,549490.2691183892
1372,82.0,2163.0,1.0,608805.8612369471
1373,28.0,1284.0,2.0,597463.2602069426
1374,46.0,2118.0,8.0,504216.9349412772
1375,73.0,1237.0,2.0,802534.4412148325
1376,55.0,1734.0,4.0,705672.9718052801
1377,19.0,2700.0,11.0,499791.98473402974
1378,46.0,2501.0,12.0,584270.0699192637
1379,10.0,2135.0,1.0,562179.2169504637
1380,37.0,1567.0,11.0,548419.2691183892
1381,19.0,1161.0,1.0,602674.5133498312
1382,46.0,1284.0,8.0,601251.9612148325
1383,28.0,2680.0,9.0,721711.1149412772
1384,28.0,1346.0,2.0,620397.3091183892
1385,19.0,2913.0,2.0,804105.3369504637
1386,10.0,1734.0,13.0,799516.2239110986
1387,28.0,2074.0,8.0,496981.9323281041
1388,19.0,1928.0,6.0,578304.0247340297
1389,10.0,2118.0,8.0,643924.7027244101
1390,64.0,1928.0,13.0,745413.6558336186
1391,10.0,2936.0,2.0,596785.1349294311
1392,82.0,2028.0,4.0,747149.7379983788
1393,46.0,2416.0,10.0,667376.4079669729
1394,64.0,2416.0,13.0,799012.2239110986
1395,10.0,2680.0,8.0,556057.2302069425
1396,73.0,2631.0,10.0,713972.1225970787
1397,28.0,1335.0,5.0,670811.1812369471
1398,37.0,2231.0,7.0,800089.4908572766
1399,64.0,2796.0,4.0,759225.1314326304
1400,1.0,1161.0,4.0,755776.807679752
1401,64.0,1459.0,7.0,710679.1314326305
1402,1.0,2118.0,14.0,638762.2579669729
1403,82.0,2163.0,3.0,482505.0733498312
1404,73.0,1237.0,11.0,693170.5124994892
1405,10.0,1928.0,7.0,640107.1153672726
1406,73.0,2098.0,12.0,618722.1599192637
1407,10.0,2416.0,8.0,600019.2118136714
1408,28.0,1772.0,14.0,535707.4124994893
1409,73.0,2501.0,4.0,593628.5504500828
1410,46.0,1346.0,14.0,691272.4440008645
1411,19.0,2476.0,12.0,540026.0927244101
1412,82.0,2105.0,3.0,761691.7153672726
1413,37.0,2936.0,7.0,491731.43259707873
1414,37.0,1284.0,9.0,740704.4523281042
1415,37.0,1928.0,7.0,715592.1225970787
1416,73.0,2118.0,3.0,502949.2987274453
1417,46.0,1237.0,6.0,639985.545357765
1418,73.0,2501.0,12.0,712983.2340008646
1419,64.0,2680.0,4.0,799900.4908572766
1420,28.0,2118.0,9.0,638978.2579669729
1421,73.0,2043.0,2.0,638023.9933498312
1422,64.0,2700.0,11.0,741399.1447340297
1423,82.0,2631.0,3.0,702150.9839110986
1424,46.0,2105.0,2.0,611740.807679752
1425,10.0,1284.0,11.0,608231.972182472
1426,55.0,1928.0,14.0,668710.6739110985
1427,28.0,2471.0,4.0,461869.7999192636
1428,82.0,1346.0,1.0,559942.3212148325
1429,1.0,1567.0,12.0,671991.2412148325
1430,10.0,2471.0,1.0,700913.6049294312
1431,28.0,2028.0,3.0,673143.3166874629
1432,28.0,2118.0,10.0,621477.3091183892
1433,73.0,1467.0,11.0,504009.9349412772
1434,1.0,1772.0,13.0,723251.9479983787
1435,28.0,2631.0,8.0,758903.1612148324
1436,19.0,1459.0,2.0,520566.4918136714
1437,28.0,2936.0,2.0,736730.8579669729
1438,28.0,1284.0,1.0,707343.4153672726
1439,46.0,2163.0,8.0,522031.0181415536
1440,19.0,1804.0,9.0,739789.1612369472
1441,73.0,2488.0,3.0,714360.2340008646
1442,46.0,1467.0,7.0,462328.7999192636
1443,73.0,1161.0,4.0,544008.0924644242
1444,10.0,1459.0,10.0,639716.2724994892
1445,73.0,1804.0,4.0,719064.5012369471
1446,10.0,2631.0,6.0,487290.602182472
1447,1.0,1284.0,14.0,596592.0539110985
1448,73.0,2476.0,7.0,615272.6123521412
1449,46.0,2700.0,3.0,698095.1047340297
1450,19.0,1772.0,13.0,755509.5849294312
1451,37.0,1567.0,12.0,603180.7879983787
1452,1.0,1467.0,13.0,704264.8812148325
1453,28.0,1804.0,5.0,533911.1025970788
1454,1.0,2913.0,12.0,612388.807679752
1455,10.0,1335.0,10.0,642772.7027244101
1456,19.0,1567.0,1.0,547935.9649412772
1457,1.0,1237.0,2.0,581433.9787274452
1458,73.0,1731.0,14.0,804475.0153672725
1459,73.0,2796.0,3.0,783460.9618052801
1460,1.0,2135.0,13.0,776673.007679752
1461,19.0,2231.0,4.0,723696.4333498311
1462,82.0,2098.0,2.0,731296.3891183891
1463,19.0,2471.0,6.0,640962.1153672726
1464,73.0,1772.0,5.0,534991.8079669729
1465,28.0,1346.0,5.0,764388.3718136714
1466,46.0,2074.0,8.0,634275.6249294311
1467,10.0,2098.0,11.0,696754.5723281042
1468,37.0,1804.0,5.0,745525.0108572766
1469,1.0,2231.0,2.0,603657.0118735133
1470,19.0,2231.0,11.0,640011.31180528
1471,1.0,1783.0,2.0,803614.4412148325
1472,10.0,2028.0,11.0,519029.07695046376
1473,46.0,1237.0,1.0,675468.4987274453
1474,46.0,2631.0,8.0,666809.7825970788
1475,55.0,2028.0,10.0,448318.7625970788
1476,10.0,2700.0,9.0,671706.1323281042
1477,10.0,1797.0,5.0,747732.9133498312
1478,82.0,1161.0,11.0,637779.5779983787
1479,1.0,2074.0,4.0,646104.0023521412
1480,1.0,2488.0,6.0,782137.9618052801
1481,73.0,1346.0,10.0,736455.2518735133
1482,28.0,2135.0,1.0,737949.8253577651
1483,55.0,2488.0,8.0,534447.4124994893
1484,73.0,1734.0,2.0,513488.1549294312
1485,1.0,2796.0,12.0,615910.8187274452
1486,55.0,2796.0,1.0,781717.8012148325
1487,10.0,2416.0,4.0,572353.957966973
1488,37.0,2488.0,1.0,608746.7253577651
1489,1.0,2074.0,14.0,457147.4647340298
1490,82.0,1335.0,4.0,520004.8918735134
1491,82.0,1734.0,11.0,730029.2939110985
1492,28.0,2105.0,9.0,642715.6923281042
1493,10.0,1161.0,14.0,637078.9933498312
1494,28.0,2796.0,13.0,448765.9140008646
1495,19.0,2416.0,2.0,639624.7037311213
1496,46.0,2796.0,13.0,464552.22911838925
1497,73.0,2098.0,4.0,798445.2239110986
1498,46.0,1459.0,6.0,695051.2918136714
1499,64.0,2913.0,12.0,779638.9139110985
1500,1.0,2471.0,14.0,781041.1314326304
1501,82.0,2043.0,14.0,668857.1537311212
1502,28.0,1459.0,6.0,610002.8612369471
1503,28.0,2231.0,9.0,798342.5649294312
1504,82.0,1459.0,2.0,674223.3166874629
1505,55.0,2680.0,11.0,534290.407679752
1506,10.0,2043.0,9.0,798387.5649294312
1507,82.0,1797.0,9.0,707911.8691183892
1508,55.0,2231.0,6.0,725233.172352141
1509,1.0,2680.0,5.0,580067.222352141
1510,46.0,2471.0,10.0,694651.6037311212
1511,73.0,2163.0,14.0,597267.0539110985
1512,37.0,2796.0,1.0,636835.9933498312
1513,46.0,1237.0,10.0,707161.6918735134
1514,82.0,2118.0,6.0,612325.807679752
1515,1.0,2028.0,11.0,754618.5849294312
1516,10.0,2488.0,10.0,620622.3091183892
1517,73.0,1797.0,9.0,747574.1449412772
1518,37.0,1797.0,5.0,706392.9718052801
1519,82.0,1459.0,10.0,708127.8691183892
1520,64.0,1467.0,6.0,701638.3387274452
1521,28.0,1459.0,5.0,496103.26535776514
1522,10.0,2631.0,7.0,797977.2239110986
1523,82.0,2471.0,1.0,760255.6318052801
1524,55.0,2163.0,2.0,607160.1079669729
1525,82.0,2163.0,10.0,668641.3653577651
1526,46.0,1284.0,4.0,706441.6918735134
1527,55.0,2476.0,11.0,696269.6681415535
1528,10.0,2028.0,6.0,453115.2212369471
1529,10.0,2098.0,1.0,638518.9933498312
1530,19.0,2231.0,5.0,674025.6369504638
1531,19.0,1284.0,14.0,747485.6099192636
1532,64.0,1335.0,6.0,746268.6558336186
1533,1.0,1731.0,8.0,782380.9618052801
1534,10.0,1459.0,12.0,571678.957966973
1535,82.0,2680.0,4.0,783698.1969504637
1536,19.0,2135.0,9.0,842449.9708572765
1537,82.0,2913.0,14.0,729239.1321824719
1538,37.0,2118.0,9.0,603572.9653672726
1539,37.0,2471.0,14.0,730327.3802069426
1540,55.0,1459.0,4.0,543223.832352141
1541,64.0,2118.0,5.0,756206.6039110986
1542,46.0,2501.0,6.0,693695.5579669729
1543,73.0,2501.0,7.0,559546.3212148325
1544,28.0,2796.0,12.0,716887.1324994892
1545,55.0,2700.0,7.0,789985.2049412772
1546,82.0,1731.0,4.0,711894.1314326305
1547,46.0,2105.0,4.0,610944.2523281042
1548,82.0,1783.0,6.0,536657.0853577651
1549,73.0,2476.0,13.0,721979.1858336186
1550,10.0,2631.0,1.0,486630.01668746286
1551,1.0,2913.0,10.0,721083.6247340296
1552,82.0,1161.0,7.0,539963.0927244101
1553,64.0,1731.0,12.0,458320.4587274453
1554,55.0,2098.0,1.0,804429.3369504637
1555,73.0,2488.0,5.0,640314.1153672726
1556,64.0,1467.0,7.0,730039.3802069426
1557,73.0,2105.0,13.0,650973.1314326305
1558,55.0,1237.0,6.0,451698.1724994892
1559,46.0,2043.0,8.0,707593.6918735134
1560,1.0,1335.0,10.0,500115.98473402974
1561,10.0,2098.0,9.0,702790.3387274452
1562,19.0,2796.0,1.0,513997.4339110986
1563,37.0,2074.0,3.0,747301.5324644243
1564,46.0,2700.0,6.0,816557.7404500827
1565,73.0,1335.0,4.0,720534.0123281042
1566,19.0,2118.0,9.0,729787.3802069426
1567,64.0,2631.0,7.0,565017.9979983787
1568,64.0,2098.0,9.0,737616.1314326305
1569,1.0,2488.0,10.0,679539.5308572765
1570,19.0,2471.0,5.0,508663.7491183892
1571,19.0,2700.0,2.0,707455.7769504638
1572,73.0,2501.0,2.0,499297.22272441006
1573,73.0,1284.0,7.0,719949.0123281042
1574,10.0,1783.0,11.0,710886.1314326305
1575,1.0,2680.0,7.0,666242.7825970788
1576,28.0,2913.0,7.0,707846.407679752
1577,82.0,2416.0,2.0,495739.9037311211
1578,10.0,2163.0,2.0,736802.8579669729
1579,1.0,1346.0,9.0,640998.2908572765
1580,10.0,2501.0,11.0,715208.707966973
1581,37.0,1734.0,10.0,725449.172352141
1582,82.0,2074.0,7.0,677887.207679752
1583,19.0,2098.0,5.0,661237.0549412773
1584,37.0,2488.0,8.0,495241.7924994892
1585,82.0,1928.0,12.0,730282.3802069426
1586,82.0,2700.0,13.0,499602.98473402974
1587,19.0,1161.0,8.0,843484.9708572765
1588,64.0,1567.0,7.0,602807.9653672726
1589,55.0,1731.0,7.0,725063.1787274452
1590,55.0,2936.0,11.0,697896.4427244101
1591,28.0,1161.0,7.0,666521.4079669729
1592,28.0,2936.0,5.0,462544.7999192636
1593,73.0,1161.0,3.0,697536.7158336187
1594,64.0,2231.0,10.0,707383.7769504638
1595,46.0,1459.0,11.0,682133.3491183892
1596,55.0,2936.0,10.0,452440.2212369471
1597,1.0,1467.0,14.0,573546.6076797519
1598,37.0,1928.0,1.0,608096.972182472
1599,55.0,1734.0,14.0,582338.0124644242
1600,19.0,2796.0,8.0,513173.1549294312
1601,82.0,1772.0,8.0,762876.3718136714
1602,19.0,1567.0,11.0,539531.0927244101
1603,64.0,2476.0,9.0,675339.1318735133
1604,64.0,2476.0,10.0,480888.8958336187
1605,37.0,2700.0,8.0,692210.5579669729
1606,19.0,2118.0,8.0,793138.5704500827
1607,73.0,2936.0,13.0,450001.7625970788
1608,46.0,1567.0,3.0,799033.4702069425
1609,73.0,2074.0,12.0,815882.7404500827
1610,10.0,1467.0,13.0,678238.7724644243
1611,19.0,1783.0,14.0,514564.4339110986
1612,82.0,1335.0,2.0,519788.8918735134
1613,28.0,2135.0,11.0,608663.972182472
1614,73.0,2163.0,7.0,582587.0699192637
1615,73.0,2105.0,4.0,557120.8108572764
1616,10.0,1237.0,14.0,669331.3202069426
1617,64.0,1161.0,4.0,733593.6076797519
1618,37.0,2913.0,13.0,454617.4923281041
1619,46.0,1928.0,11.0,452831.44535776513
1620,46.0,2471.0,11.0,665493.6540008646
1621,19.0,1804.0,7.0,798841.2239110986
1622,1.0,2028.0,3.0,454401.4923281041
1623,82.0,1459.0,4.0,823159.7308572765
1624,28.0,1237.0,12.0,823735.7308572765
1625,73.0,2936.0,6.0,746067.0187274452
1626,28.0,1731.0,12.0,724668.4333498311
1627,82.0,2796.0,9.0,534856.8079669729
1628,64.0,2488.0,14.0,448720.9140008646
1629,10.0,2028.0,1.0,582014.0124644242
1630,64.0,2118.0,4.0,522895.0181415536
1631,37.0,1734.0,13.0,544575.0924644242
1632,10.0,1467.0,3.0,675984.2653672725
1633,64.0,1467.0,12.0,670163.1812369471
1634,10.0,1734.0,4.0,692654.4525970788
1635,46.0,2135.0,10.0,596491.2602069426
1636,55.0,2700.0,4.0,546010.9799192636
1637,46.0,1459.0,9.0,609999.2523281042
1638,37.0,2476.0,3.0,458683.0523521411
1639,37.0,2043.0,8.0,760413.1314326304
1640,1.0,2488.0,7.0,736967.7524994892
1641,55.0,2135.0,4.0,532471.1025970788
1642,28.0,1161.0,1.0,719217.5012369471
1643,64.0,1459.0,12.0,697860.1579983787
1644,37.0,1772.0,6.0,734009.5212148326
1645,1.0,1731.0,9.0,640582.5718735134
1646,37.0,2936.0,1.0,678211.7724644243
1647,55.0,2118.0,4.0,638546.2579669729
1648,55.0,1459.0,6.0,701988.7823521411
1649,73.0,1346.0,7.0,480304.4179983788
1650,73.0,1772.0,4.0,544728.0924644242
1651,1.0,1237.0,6.0,666377.7825970788
1652,28.0,2913.0,12.0,535599.4124994893
1653,1.0,1734.0,4.0,516796.6812148326
1654,55.0,1237.0,13.0,736586.8579669729
1655,82.0,1731.0,1.0,797881.4702069425
1656,10.0,1284.0,14.0,669255.1149294311
1657,10.0,2796.0,7.0,793390.5704500827
1658,28.0,2043.0,11.0,524974.2079983788
1659,46.0,1731.0,14.0,575229.2012369471
1660,73.0,1335.0,13.0,587049.7891183892
1661,73.0,1734.0,8.0,637691.2579669729
1662,73.0,2476.0,3.0,733737.6076797519
1663,73.0,2043.0,1.0,533551.1025970788
1664,19.0,2416.0,11.0,606093.4425970789
1665,28.0,2416.0,3.0,737229.8253577651
1666,82.0,2135.0,4.0,647864.8524644242
1667,64.0,2936.0,12.0,608385.2537311212
1668,1.0,1797.0,12.0,550580.3804500827
1669,28.0,2501.0,7.0,582770.0124644242
1670,10.0,2074.0,8.0,645125.0647340297
1671,1.0,1459.0,13.0,603646.5133498312
1672,1.0,2471.0,7.0,497953.9323281041
1673,10.0,2501.0,6.0,641322.2908572765
1674,37.0,2074.0,7.0,714836.1225970787
1675,19.0,1772.0,1.0,643613.0647340297
1676,28.0,2488.0,6.0,640705.545357765
1677,1.0,2163.0,14.0,705250.0604500828
1678,64.0,2631.0,5.0,454113.4923281041
1679,46.0,2488.0,7.0,545079.0924644242
1680,19.0,1772.0,6.0,574636.8123281042
1681,73.0,1928.0,12.0,651288.1314326305
1682,73.0,1459.0,10.0,720102.0123281042
1683,1.0,1346.0,4.0,602393.3058336186
1684,73.0,1928.0,8.0,708028.8691183892
1685,46.0,1772.0,6.0,665430.6540008646
1686,1.0,2936.0,1.0,783820.9618052801
1687,55.0,1161.0,5.0,457210.4647340298
1688,82.0,1797.0,11.0,774994.2508572766
1689,28.0,2700.0,5.0,739489.4523281042
1690,64.0,1928.0,7.0,573942.6076797519
1691,64.0,2476.0,1.0,632952.6249294311
1692,64.0,2043.0,14.0,697419.7158336187
1693,19.0,2471.0,2.0,522544.0181415536
1694,82.0,2680.0,10.0,802102.4412148325
1695,73.0,1335.0,11.0,607710.2537311212
1696,46.0,1335.0,12.0,563554.4518735134
1697,55.0,2471.0,14.0,512809.4339110986
1698,28.0,1467.0,4.0,674999.552182472
1699,1.0,1335.0,5.0,752289.4966874628
1700,1.0,1237.0,1.0,707452.8691183892
1701,64.0,1797.0,12.0,697851.7158336187
1702,19.0,2098.0,6.0,603752.9653672726
1703,37.0,2135.0,5.0,693002.5579669729
1704,10.0,2163.0,10.0,611173.807679752
1705,37.0,2936.0,8.0,616143.1314326305
1706,64.0,2074.0,2.0,571563.7725970788
1707,37.0,1804.0,10.0,459142.0523521411
1708,46.0,1772.0,1.0,536702.0853577651
1709,28.0,1459.0,14.0,608247.1966874629
1710,1.0,2135.0,5.0,572591.0324994893
1711,73.0,2043.0,12.0,721758.6247340296
1712,1.0,1237.0,12.0,705943.7769504638
1713,19.0,1237.0,3.0,705236.8812148325
1714,82.0,2105.0,7.0,495658.9037311211
1715,37.0,2488.0,14.0,767926.3933498312
1716,82.0,2501.0,9.0,698472.4427244101
1717,28.0,2028.0,1.0,456391.4647340298
1718,28.0,1459.0,2.0,456210.35272441007
1719,37.0,2043.0,2.0,693688.1853577651
1720,37.0,2936.0,11.0,700049.6049294312
1721,55.0,1284.0,11.0,530448.3921824719
1722,73.0,1772.0,8.0,805123.0153672725
1723,10.0,1731.0,7.0,574941.2012369471
1724,37.0,2680.0,4.0,797982.5649294312
1725,73.0,2028.0,2.0,779494.9139110985
1726,82.0,2118.0,5.0,637023.7758336186
1727,73.0,2700.0,10.0,835413.9104500827
1728,37.0,1734.0,7.0,674979.1318735133
1729,64.0,2680.0,12.0,729671.1321824719
1730,19.0,1783.0,6.0,765464.1258336187
1731,28.0,1161.0,12.0,674340.3166874629
1732,46.0,2074.0,12.0,578016.0247340297
1733,28.0,2488.0,2.0,519848.07695046376
1734,19.0,2913.0,6.0,494587.9037311211
1735,19.0,1346.0,11.0,494161.7924994892
1736,82.0,1731.0,6.0,762258.7153672726
1737,37.0,2098.0,13.0,509203.7491183892
1738,19.0,2471.0,14.0,727572.4366874628
1739,46.0,1928.0,5.0,635682.2081415536
1740,82.0,1734.0,1.0,459355.4587274453
1741,55.0,1237.0,4.0,570042.182182472
1742,28.0,2936.0,14.0,616086.9324644243
1743,46.0,2476.0,2.0,634680.6249294311
1744,73.0,2163.0,5.0,580427.222352141
1745,28.0,2416.0,14.0,798088.4702069425
1746,46.0,2028.0,10.0,704637.9718052801
1747,73.0,2471.0,6.0,725377.172352141
1748,82.0,2936.0,11.0,720669.0123281042
1749,55.0,2680.0,10.0,610647.2523281042
1750,46.0,1734.0,12.0,669633.3679983787
1751,64.0,2135.0,5.0,570166.2840008646
1752,64.0,1804.0,7.0,602576.9818052801
1753,19.0,1459.0,9.0,803916.3369504637
1754,28.0,1731.0,10.0,538266.1314326305
1755,19.0,1459.0,6.0,783473.1969504637
1756,37.0,1772.0,7.0,745635.0187274452
1757,55.0,1459.0,3.0,693587.5579669729
1758,37.0,2135.0,4.0,529239.0766874629
1759,64.0,2028.0,13.0,522294.4918136714
1760,64.0,1772.0,5.0,579894.9787274452
1761,37.0,2118.0,13.0,541095.5047340296
1762,19.0,2700.0,13.0,803047.4412148325
1763,46.0,1797.0,10.0,641189.4969504637
1764,37.0,2098.0,5.0,494940.1314326305
1765,1.0,2098.0,14.0,759895.6318052801
1766,64.0,1734.0,2.0,633987.6249294311
1767,1.0,1346.0,14.0,612006.8327244101
1768,73.0,1772.0,10.0,561705.8518136714
1769,37.0,1335.0,3.0,750819.9091183891
1770,37.0,1731.0,13.0,496211.26535776514
1771,1.0,1731.0,11.0,785214.3718735133
1772,1.0,2135.0,8.0,555055.6449294311
1773,37.0,2488.0,12.0,667736.4079669729
1774,46.0,2135.0,3.0,805111.9318735134
1775,10.0,2028.0,9.0,626194.0249412772
1776,1.0,1567.0,1.0,524326.2079983788
1777,82.0,2028.0,1.0,562019.65180528
1778,73.0,2074.0,3.0,502879.4423521411
1779,10.0,2028.0,4.0,701584.3502069425
1780,46.0,1783.0,3.0,533092.1025970788
1781,82.0,2135.0,3.0,666593.7825970788
1782,55.0,2098.0,6.0,452516.44535776513
1783,37.0,1783.0,9.0,535302.4124994893
1784,64.0,1928.0,1.0,792418.5704500827
1785,28.0,1346.0,8.0,746868.9133498312
1786,19.0,2471.0,4.0,673945.5847340297
1787,28.0,2936.0,8.0,803327.29180528
1788,28.0,2074.0,5.0,556085.8108572764
1789,10.0,1237.0,4.0,647589.0023521412
1790,10.0,2913.0,7.0,647049.0023521412
1791,55.0,1804.0,12.0,534919.8079669729
1792,82.0,1335.0,12.0,516643.6812148326
